span_id,doc_id,case_id,start,end,text,label,entity_id
NER0311,FIR_FIR0065,CASE064,138,148,2025-06-08,DATE,
NER0312,FIR_FIR0065,CASE064,219,230,Ashok Rawat,PERSON,P0462
NER0313,FIR_FIR0065,CASE064,256,277,Civil Lines Residency,LOCATION,LOC0109
NER0314,WITNESS_CASE064_1,CASE064,48,59,Ashok Rawat,PERSON,P0462
NER0315,WITNESS_CASE064_1,CASE064,75,96,Civil Lines Residency,LOCATION,LOC0109
NER0316,FIR_FIR0066,CASE065,67,89,Gupta Group Trading Co,ORG,ORG0023
NER0317,FIR_FIR0066,CASE065,111,121,2025-07-07,DATE,
NER0318,FIR_FIR0066,CASE065,126,136,2025-07-10,DATE,
NER0319,FIR_FIR0066,CASE065,207,219,Payal Tiwari,PERSON,P0144
NER0320,FIR_FIR0066,CASE065,245,269,Sector 55 Community Park,LOCATION,LOC0152
NER0321,WITNESS_CASE065_1,CASE065,97,109,Payal Tiwari,PERSON,P0144
NER0322,FIR_FIR0067,CASE066,67,95,Bhalla Constructions Pvt Ltd,ORG,ORG0034
NER0323,FIR_FIR0067,CASE066,117,127,2025-12-20,DATE,
NER0324,FIR_FIR0067,CASE066,132,142,2025-12-23,DATE,
NER0325,FIR_FIR0067,CASE066,213,225,Isha Rathore,PERSON,P0180
NER0326,FIR_FIR0067,CASE066,251,282,Commercial Block B Trade Centre,LOCATION,LOC0079
NER0327,WITNESS_CASE066_1,CASE066,97,109,Isha Rathore,PERSON,P0180
NER0328,FIR_FIR0068,CASE067,67,101,Grover & Sons Technologies Pvt Ltd,ORG,ORG0010
NER0329,FIR_FIR0068,CASE067,123,133,2026-01-07,DATE,
NER0330,FIR_FIR0068,CASE067,138,148,2026-01-10,DATE,
NER0331,FIR_FIR0068,CASE067,219,232,Sunita Tiwari,PERSON,P0258
NER0332,FIR_FIR0068,CASE067,258,288,Transport Nagar Business Tower,LOCATION,LOC0151
NER0333,WITNESS_CASE067_1,CASE067,77,90,Sunita Tiwari,PERSON,P0258
NER0334,WITNESS_CASE067_1,CASE067,96,126,Transport Nagar Business Tower,LOCATION,LOC0151
NER0335,FIR_FIR0069,CASE068,67,98,Tiwari & Sons Manufacturing Ltd,ORG,ORG0117
NER0336,FIR_FIR0069,CASE068,120,130,2026-07-03,DATE,
NER0337,FIR_FIR0069,CASE068,135,145,2026-07-06,DATE,
NER0338,FIR_FIR0069,CASE068,216,229,Ramesh Bansal,PERSON,P0309
NER0339,FIR_FIR0069,CASE068,255,301,Phase 27 Industrial Estate Multi-level Parking,LOCATION,LOC0018
NER0340,WITNESS_CASE068_1,CASE068,97,110,Ramesh Bansal,PERSON,P0309
NER0341,FIR_FIR0070,CASE069,84,95,Anil Sharma,PERSON,P0184
NER0342,FIR_FIR0070,CASE069,171,184,CH-71-YD-0293,VEHICLE,VEH0293
NER0343,FIR_FIR0070,CASE069,203,232,Old City Market Public Ground,LOCATION,LOC0241
NER0344,WITNESS_CASE069_1,CASE069,48,59,Anil Sharma,PERSON,P0184
NER0345,WITNESS_CASE069_1,CASE069,75,104,Old City Market Public Ground,LOCATION,LOC0241
NER0346,FIR_FIR0071,CASE070,37,47,2025-09-13,DATE,
NER0347,FIR_FIR0071,CASE070,221,235,Sanjay Rathore,PERSON,P0357
NER0348,WITNESS_CASE070_1,CASE070,97,111,Sanjay Rathore,PERSON,P0357
NER0349,FIR_FIR0072,CASE071,84,95,Vidya Mehta,PERSON,P0023
NER0350,FIR_FIR0072,CASE071,171,184,SU-70-JR-0267,VEHICLE,VEH0267
NER0351,FIR_FIR0072,CASE071,203,236,Commercial Block C Warehouse Zone,LOCATION,LOC0156
NER0352,WITNESS_CASE071_1,CASE071,94,127,Commercial Block C Warehouse Zone,LOCATION,LOC0156
NER0353,FIR_FIR0073,CASE072,37,47,2025-08-25,DATE,
NER0354,FIR_FIR0073,CASE072,221,233,Komal Saxena,PERSON,P0650
NER0355,WITNESS_CASE072_1,CASE072,48,60,Komal Saxena,PERSON,P0650
NER0356,WITNESS_CASE072_1,CASE072,76,95,Old City Market Inn,LOCATION,LOC0058
NER0357,FIR_FIR0074,CASE073,37,47,2026-06-15,DATE,
NER0358,FIR_FIR0074,CASE073,221,233,Deepak Arora,PERSON,P0242
NER0359,WITNESS_CASE073_1,CASE073,48,60,Deepak Arora,PERSON,P0242
NER0360,WITNESS_CASE073_1,CASE073,76,109,Transport Nagar Industrial Estate,LOCATION,LOC0042
NER0361,FIR_FIR0075,CASE074,84,96,Swati Khanna,PERSON,P0056
NER0362,FIR_FIR0075,CASE074,172,185,KO-18-AJ-0015,VEHICLE,VEH0015
NER0363,FIR_FIR0075,CASE074,204,236,Commercial Block B Public Ground,LOCATION,LOC0271
NER0364,WITNESS_CASE074_1,CASE074,48,60,Swati Khanna,PERSON,P0056
NER0365,WITNESS_CASE074_1,CASE074,76,108,Commercial Block B Public Ground,LOCATION,LOC0271
NER0366,FIR_FIR0076,CASE075,37,47,2026-02-22,DATE,
NER0367,FIR_FIR0076,CASE075,221,234,Manish Bhatia,PERSON,P0318
NER0368,WITNESS_CASE075_1,CASE075,77,90,Manish Bhatia,PERSON,P0318
NER0369,WITNESS_CASE075_1,CASE075,96,131,New Township Sector 58 Trade Centre,LOCATION,LOC0092
NER0370,FIR_FIR0077,CASE076,67,98,Bansal & Sons Logistics Pvt Ltd,ORG,ORG0028
NER0371,FIR_FIR0077,CASE076,120,130,2026-04-27,DATE,
NER0372,FIR_FIR0077,CASE076,135,145,2026-04-30,DATE,
NER0373,FIR_FIR0077,CASE076,216,228,Rohit Kapoor,PERSON,P0559
NER0374,FIR_FIR0077,CASE076,254,283,Commercial Block B Apartments,LOCATION,LOC0193
NER0375,WITNESS_CASE076_1,CASE076,76,105,Commercial Block B Apartments,LOCATION,LOC0193
NER0376,FIR_FIR0078,CASE077,37,47,2025-07-22,DATE,
NER0377,FIR_FIR0078,CASE077,221,233,Rohan Sharma,PERSON,P0775
NER0378,WITNESS_CASE077_1,CASE077,97,109,Rohan Sharma,PERSON,P0775
NER0379,FIR_FIR0079,CASE078,67,89,Sethi Finance Services,ORG,ORG0142
NER0380,FIR_FIR0079,CASE078,111,121,2026-07-08,DATE,
NER0381,FIR_FIR0079,CASE078,126,136,2026-07-11,DATE,
NER0382,FIR_FIR0079,CASE078,207,218,Yash Grover,PERSON,P0092
NER0383,FIR_FIR0079,CASE078,244,290,Phase 27 Industrial Estate Multi-level Parking,LOCATION,LOC0018
NER0384,WITNESS_CASE078_1,CASE078,48,59,Yash Grover,PERSON,P0092
NER0385,WITNESS_CASE078_1,CASE078,75,121,Phase 27 Industrial Estate Multi-level Parking,LOCATION,LOC0018
NER0386,FIR_FIR0080,CASE079,37,47,2025-12-03,DATE,
NER0387,FIR_FIR0080,CASE079,221,233,Kirti Bhalla,PERSON,P0139
NER0388,WITNESS_CASE079_1,CASE079,48,60,Kirti Bhalla,PERSON,P0139
NER0389,WITNESS_CASE079_1,CASE079,76,98,Transport Nagar Market,LOCATION,LOC0204
NER0390,FIR_FIR0081,CASE080,67,95,Arora Group Finance Services,ORG,ORG0070
NER0391,FIR_FIR0081,CASE080,117,127,2025-10-17,DATE,
NER0392,FIR_FIR0081,CASE080,132,142,2025-10-20,DATE,
NER0393,FIR_FIR0081,CASE080,213,225,Ashok Kapoor,PERSON,P0423
NER0394,FIR_FIR0081,CASE080,251,278,Civil Lines Railway Station,LOCATION,LOC0041
NER0395,WITNESS_CASE080_1,CASE080,77,89,Ashok Kapoor,PERSON,P0423
NER0396,WITNESS_CASE080_1,CASE080,95,122,Civil Lines Railway Station,LOCATION,LOC0041
NER0397,FIR_FIR0082,CASE081,84,95,Divya Arora,PERSON,P0548
NER0398,FIR_FIR0082,CASE081,171,184,HA-92-PB-0027,VEHICLE,VEH0027
NER0399,FIR_FIR0082,CASE081,203,222,Transport Nagar Inn,LOCATION,LOC0057
NER0400,WITNESS_CASE081_1,CASE081,48,59,Divya Arora,PERSON,P0548
NER0401,WITNESS_CASE081_1,CASE081,75,94,Transport Nagar Inn,LOCATION,LOC0057
NER0402,FIR_FIR0083,CASE082,37,47,2025-09-22,DATE,
NER0403,FIR_FIR0083,CASE082,221,234,Anjali Mishra,PERSON,P0107
NER0404,WITNESS_CASE082_1,CASE082,97,110,Anjali Mishra,PERSON,P0107
NER0405,FIR_FIR0085,CASE083,67,100,Reddy Group Constructions Pvt Ltd,ORG,ORG0014
NER0406,FIR_FIR0085,CASE083,122,132,2026-07-01,DATE,
NER0407,FIR_FIR0085,CASE083,137,147,2026-07-04,DATE,
NER0408,FIR_FIR0085,CASE083,218,226,R. Sethi,PERSON,P0435
NER0409,FIR_FIR0085,CASE083,252,288,Phase 19 Industrial Estate Residency,LOCATION,LOC0054
NER0410,WITNESS_CASE083_1,CASE083,97,105,R. Sethi,PERSON,P0435
NER0411,FIR_FIR0086,CASE084,37,47,2026-06-02,DATE,
NER0412,FIR_FIR0086,CASE084,221,233,Radha Sharma,PERSON,P0255
NER0413,WITNESS_CASE084_1,CASE084,97,109,Radha Sharma,PERSON,P0255
NER0414,FIR_FIR0087,CASE085,67,100,Aggarwal Group Transport Services,ORG,ORG0001
NER0415,FIR_FIR0087,CASE085,122,132,2026-05-26,DATE,
NER0416,FIR_FIR0087,CASE085,137,147,2026-05-29,DATE,
NER0417,FIR_FIR0087,CASE085,218,229,Rohan Rawat,PERSON,P0605
NER0418,FIR_FIR0087,CASE085,255,290,Old City Market Multi-level Parking,LOCATION,LOC0051
NER0419,WITNESS_CASE085_1,CASE085,97,108,Rohan Rawat,PERSON,P0605
NER0420,FIR_FIR0088,CASE086,37,47,2026-01-31,DATE,
NER0421,FIR_FIR0088,CASE086,221,233,Meera Grover,PERSON,P0245
NER0422,WITNESS_CASE086_1,CASE086,97,109,Meera Grover,PERSON,P0245
NER0423,FIR_FIR0089,CASE087,37,47,2025-12-09,DATE,
NER0424,FIR_FIR0089,CASE087,221,232,Bhavna Nair,PERSON,P0826
NER0425,WITNESS_CASE087_1,CASE087,48,59,Bhavna Nair,PERSON,P0826
NER0426,WITNESS_CASE087_1,CASE087,75,112,Model Town Block B Commercial Complex,LOCATION,LOC0113
NER0427,FIR_FIR0090,CASE088,37,47,2025-06-27,DATE,
NER0428,FIR_FIR0090,CASE088,221,232,Aarti Reddy,PERSON,P0187
NER0429,WITNESS_CASE088_1,CASE088,48,56,Aarti R.,PERSON,P0187
NER0430,WITNESS_CASE088_1,CASE088,72,106,Transport Nagar Commercial Complex,LOCATION,LOC0237
NER0431,FIR_FIR0091,CASE089,84,95,Kirti Verma,PERSON,P0513
NER0432,FIR_FIR0091,CASE089,171,184,BH-20-ZL-0106,VEHICLE,VEH0106
NER0433,FIR_FIR0091,CASE089,203,225,Old City Market Market,LOCATION,LOC0031
NER0434,WITNESS_CASE089_1,CASE089,48,59,Kirti Verma,PERSON,P0513
NER0435,WITNESS_CASE089_1,CASE089,75,97,Old City Market Market,LOCATION,LOC0031
NER0436,FIR_FIR0092,CASE090,37,47,2026-04-21,DATE,
NER0437,FIR_FIR0092,CASE090,221,233,Priya Saxena,PERSON,P0623
NER0438,WITNESS_CASE090_1,CASE090,48,60,Priya Saxena,PERSON,P0623
NER0439,WITNESS_CASE090_1,CASE090,76,100,Commercial Block B Dhaba,LOCATION,LOC0188
NER0440,FIR_FIR0093,CASE091,37,47,2026-01-13,DATE,
NER0441,FIR_FIR0093,CASE091,221,233,Radha Chawla,PERSON,P0095
NER0442,WITNESS_CASE091_1,CASE091,48,60,Radha Chawla,PERSON,P0095
NER0443,WITNESS_CASE091_1,CASE091,76,105,Commercial Block B Apartments,LOCATION,LOC0193
NER0444,FIR_FIR0095,CASE092,37,47,2025-10-28,DATE,
NER0445,FIR_FIR0095,CASE092,221,233,Vikram Arora,PERSON,P0980
NER0446,WITNESS_CASE092_1,CASE092,97,109,Vikram Arora,PERSON,P0980
NER0447,FIR_FIR0096,CASE093,84,96,Nikhil Kohli,PERSON,P0261
NER0448,FIR_FIR0096,CASE093,172,185,BE-77-PY-0116,VEHICLE,VEH0116
NER0449,FIR_FIR0096,CASE093,204,246,Phase 37 Industrial Estate Housing Complex,LOCATION,LOC0149
NER0450,WITNESS_CASE093_1,CASE093,48,60,Nikhil Kohli,PERSON,P0261
NER0451,WITNESS_CASE093_1,CASE093,76,118,Phase 37 Industrial Estate Housing Complex,LOCATION,LOC0149
NER0452,FIR_FIR0097,CASE094,84,96,Kavya Pandey,PERSON,P0502
NER0453,FIR_FIR0097,CASE094,172,185,CH-24-MQ-0156,VEHICLE,VEH0156
NER0454,FIR_FIR0097,CASE094,204,226,Old City Market Market,LOCATION,LOC0031
NER0455,WITNESS_CASE094_1,CASE094,97,109,Kavya Pandey,PERSON,P0502
NER0456,FIR_FIR0098,CASE095,67,89,Reddy Group Trading Co,ORG,ORG0107
NER0457,FIR_FIR0098,CASE095,111,121,2026-07-17,DATE,
NER0458,FIR_FIR0098,CASE095,126,136,2026-07-20,DATE,
NER0459,FIR_FIR0098,CASE095,207,219,Priya Pandey,PERSON,P0682
NER0460,FIR_FIR0098,CASE095,245,282,New Township Sector 54 Warehouse Zone,LOCATION,LOC0040
NER0461,WITNESS_CASE095_1,CASE095,76,113,New Township Sector 54 Warehouse Zone,LOCATION,LOC0040
NER0462,FIR_FIR0099,CASE096,37,47,2026-01-17,DATE,
NER0463,FIR_FIR0099,CASE096,221,233,Manju Grover,PERSON,P0331
NER0464,WITNESS_CASE096_1,CASE096,48,60,Manju Grover,PERSON,P0331
NER0465,WITNESS_CASE096_1,CASE096,76,106,Civil Lines Commercial Complex,LOCATION,LOC0245
NER0466,FIR_FIR0100,CASE097,84,90,"""Raju""",PERSON,P0664
NER0467,FIR_FIR0100,CASE097,166,179,KO-78-JG-0285,VEHICLE,VEH0285
NER0468,FIR_FIR0100,CASE097,198,234,Model Town Block A Family Restaurant,LOCATION,LOC0289
NER0469,WITNESS_CASE097_1,CASE097,97,103,"""Raju""",PERSON,P0664
NER0470,FIR_FIR0101,CASE098,84,96,Aakash Singh,PERSON,P0103
NER0471,FIR_FIR0101,CASE098,172,185,SU-31-ZI-0084,VEHICLE,VEH0084
NER0472,FIR_FIR0101,CASE098,204,231,Civil Lines Railway Station,LOCATION,LOC0041
NER0473,WITNESS_CASE098_1,CASE098,77,89,Aakash Singh,PERSON,P0103
NER0474,WITNESS_CASE098_1,CASE098,95,122,Civil Lines Railway Station,LOCATION,LOC0041
NER0475,FIR_FIR0102,CASE099,67,95,Choudhary Transport Services,ORG,ORG0025
NER0476,FIR_FIR0102,CASE099,117,127,2026-06-15,DATE,
NER0477,FIR_FIR0102,CASE099,132,142,2026-06-18,DATE,
NER0478,FIR_FIR0102,CASE099,213,226,Nikhil Bansal,PERSON,P0935
NER0479,FIR_FIR0102,CASE099,252,281,Railway Colony Public Parking,LOCATION,LOC0138
NER0480,WITNESS_CASE099_1,CASE099,77,90,Nikhil Bansal,PERSON,P0935
NER0481,WITNESS_CASE099_1,CASE099,96,125,Railway Colony Public Parking,LOCATION,LOC0138
NER0482,FIR_FIR0103,CASE100,67,90,Bhatia Group Trading Co,ORG,ORG0109
NER0483,FIR_FIR0103,CASE100,112,122,2026-05-25,DATE,
NER0484,FIR_FIR0103,CASE100,127,137,2026-05-28,DATE,
NER0485,FIR_FIR0103,CASE100,208,221,Meera Rathore,PERSON,P0478
NER0486,FIR_FIR0103,CASE100,247,274,Civil Lines Corporate Plaza,LOCATION,LOC0077
NER0487,WITNESS_CASE100_1,CASE100,77,90,Meera Rathore,PERSON,P0478
NER0488,WITNESS_CASE100_1,CASE100,96,123,Civil Lines Corporate Plaza,LOCATION,LOC0077
