account_id,person_id,bank_name,branch_city,account_type,opening_date
ACC0364,P0769,Himgiri Commercial Bank,Delhi,Savings,2015-10-24
ACC0365,P0964,Saraswati Finance Bank,Ahmedabad,Savings,2021-11-28
ACC0366,P0339,Himgiri Commercial Bank,Bengaluru,Savings,2024-04-17
ACC0367,P0257,Himgiri Commercial Bank,Bhubaneswar,Current,2017-09-04
ACC0368,P0822,Vindhya Rural Bank,Ludhiana,Current,2019-03-27
ACC0369,P0849,Saraswati Finance Bank,Jaipur,Savings,2019-07-25
ACC0370,P0258,Vindhya Rural Bank,Delhi,Current,2020-07-01
ACC0371,P0173,Saraswati Finance Bank,Dehradun,Current,2015-07-28
ACC0372,P0090,Saraswati Finance Bank,Pune,Current,2022-12-20
ACC0373,P0195,Suvidha Nagrik Bank,Gurugram,Savings,2015-09-29
ACC0374,P0845,Vindhya Rural Bank,Bhubaneswar,Savings,2018-12-03
ACC0375,P0606,National Cooperative Bank,Jaipur,Current,2020-09-21
ACC0376,P0695,National Cooperative Bank,Amritsar,Current,2018-08-26
ACC0377,P0144,Bharat Urban Bank,Faridabad,Current,2016-06-12
ACC0378,P0876,Bharat Urban Bank,Ludhiana,Current,2016-12-21
ACC0379,P0828,Bharat Urban Bank,Mumbai,Savings,2015-07-24
ACC0380,P0260,Vindhya Rural Bank,Ghaziabad,Current,2016-10-15
ACC0381,P0764,National Cooperative Bank,Kanpur,Savings,2016-11-06
ACC0382,P0571,Saraswati Finance Bank,Ranchi,Savings,2024-03-12
ACC0383,P0113,Himgiri Commercial Bank,Ludhiana,Savings,2023-10-18
ACC0384,P0664,Saraswati Finance Bank,Ludhiana,Current,2023-04-19
ACC0385,P0316,Vindhya Rural Bank,Surat,Current,2021-06-24
ACC0386,P0442,Saraswati Finance Bank,Bengaluru,Current,2020-01-20
ACC0387,P0799,Himgiri Commercial Bank,Ghaziabad,Savings,2023-10-05
ACC0388,P0341,Himgiri Commercial Bank,Gurugram,Current,2017-01-31
ACC0389,P0874,National Cooperative Bank,Bhopal,Current,2018-05-25
ACC0390,P0974,Himgiri Commercial Bank,Gurugram,Current,2015-12-19
ACC0391,P0509,Vindhya Rural Bank,Ludhiana,Savings,2024-10-25
ACC0392,P0088,Vindhya Rural Bank,Agra,Savings,2015-06-25
ACC0393,P0661,National Cooperative Bank,Chandigarh,Current,2017-01-18
ACC0394,P0332,National Cooperative Bank,Faridabad,Current,2016-12-08
ACC0395,P0720,Saraswati Finance Bank,Gurugram,Current,2024-10-08
ACC0396,P0953,National Cooperative Bank,Mumbai,Savings,2019-04-21
ACC0397,P0808,Saraswati Finance Bank,Amritsar,Savings,2016-08-10
ACC0398,P0178,Saraswati Finance Bank,Chennai,Current,2024-08-06
ACC0399,P0968,Himgiri Commercial Bank,Hyderabad,Savings,2017-05-16
ACC0400,P0073,National Cooperative Bank,Gurugram,Current,2015-05-08
ACC0401,P0539,Bharat Urban Bank,Surat,Current,2018-04-20
ACC0402,P0417,Saraswati Finance Bank,Kolkata,Savings,2016-11-29
ACC0403,P0438,Bharat Urban Bank,Agra,Savings,2024-03-11
ACC0404,P0986,Suvidha Nagrik Bank,Ranchi,Savings,2020-04-18
ACC0405,P0321,Saraswati Finance Bank,Ahmedabad,Savings,2022-04-02
ACC0406,P0553,Vindhya Rural Bank,Agra,Savings,2016-08-20
ACC0407,P0503,Himgiri Commercial Bank,Amritsar,Savings,2016-11-30
ACC0408,P0796,Himgiri Commercial Bank,Bhubaneswar,Current,2022-11-15
ACC0409,P0921,National Cooperative Bank,Chandigarh,Current,2020-08-26
ACC0410,P0890,Saraswati Finance Bank,Kolkata,Savings,2017-03-27
ACC0411,P0699,Suvidha Nagrik Bank,Ghaziabad,Current,2020-06-12
ACC0412,P0189,Himgiri Commercial Bank,Amritsar,Current,2016-03-30
ACC0413,P0803,Vindhya Rural Bank,Bengaluru,Savings,2019-04-28
ACC0414,P0448,Vindhya Rural Bank,Faridabad,Savings,2015-02-01
ACC0415,P0360,Vindhya Rural Bank,Ahmedabad,Current,2015-11-06
ACC0416,P0076,National Cooperative Bank,Delhi,Current,2016-06-28
ACC0417,P0842,Saraswati Finance Bank,Patna,Current,2016-07-23
ACC0418,P0560,Saraswati Finance Bank,Kanpur,Savings,2015-02-02
ACC0419,P0949,Bharat Urban Bank,Ranchi,Savings,2015-06-07
ACC0420,P0042,Himgiri Commercial Bank,Dehradun,Current,2023-03-21
ACC0421,P0055,Vindhya Rural Bank,Ahmedabad,Current,2019-10-24
ACC0422,P0004,Himgiri Commercial Bank,Kolkata,Current,2016-12-13
ACC0423,P0440,National Cooperative Bank,Agra,Savings,2020-03-11
ACC0424,P0528,Suvidha Nagrik Bank,Gurugram,Savings,2017-11-20
ACC0425,P0063,Suvidha Nagrik Bank,Chennai,Current,2021-01-07
ACC0426,P0834,National Cooperative Bank,Bhubaneswar,Savings,2018-03-02
ACC0427,P0613,Vindhya Rural Bank,Patna,Current,2015-08-10
ACC0428,P0017,Himgiri Commercial Bank,Noida,Savings,2022-03-02
ACC0429,P0761,Suvidha Nagrik Bank,Chandigarh,Savings,2022-06-13
ACC0430,P0134,Himgiri Commercial Bank,Bhubaneswar,Current,2021-11-05
ACC0431,P0961,National Cooperative Bank,Ahmedabad,Current,2021-10-18
ACC0432,P0774,National Cooperative Bank,Agra,Current,2021-07-29
ACC0433,P0247,Vindhya Rural Bank,Patna,Current,2021-07-03
ACC0434,P0674,Vindhya Rural Bank,Chandigarh,Savings,2021-06-15
ACC0435,P0002,Saraswati Finance Bank,Mumbai,Current,2019-09-22
ACC0436,P0367,Suvidha Nagrik Bank,Faridabad,Current,2018-02-06
ACC0437,P0551,Suvidha Nagrik Bank,Faridabad,Current,2019-04-28
ACC0438,P0593,Vindhya Rural Bank,Indore,Savings,2023-10-25
ACC0439,P0447,Himgiri Commercial Bank,Surat,Savings,2024-02-14
ACC0440,P0684,National Cooperative Bank,Gurugram,Current,2016-12-20
ACC0441,P0395,Bharat Urban Bank,Indore,Current,2023-08-04
ACC0442,P0530,Saraswati Finance Bank,Kolkata,Savings,2020-11-09
ACC0443,P0158,National Cooperative Bank,Gurugram,Current,2017-04-12
ACC0444,P0177,Suvidha Nagrik Bank,Kanpur,Savings,2016-01-16
ACC0445,P0143,Saraswati Finance Bank,Gurugram,Current,2016-12-29
ACC0446,P0131,Saraswati Finance Bank,Hyderabad,Current,2015-08-20
ACC0447,P0676,Saraswati Finance Bank,Bhopal,Current,2016-02-28
ACC0448,P0129,National Cooperative Bank,Surat,Savings,2018-09-05
ACC0449,P0713,National Cooperative Bank,Bhopal,Savings,2021-02-07
ACC0450,P0875,Saraswati Finance Bank,Agra,Current,2015-05-20
ACC0451,P0987,Saraswati Finance Bank,Surat,Savings,2024-09-20
ACC0452,P0565,Bharat Urban Bank,Bengaluru,Current,2016-03-01
ACC0453,P0636,National Cooperative Bank,Kanpur,Savings,2017-06-18
ACC0454,P0925,Vindhya Rural Bank,Chennai,Savings,2023-07-30
ACC0455,P0292,National Cooperative Bank,Bhopal,Current,2019-10-20
ACC0456,P0380,Saraswati Finance Bank,Lucknow,Current,2023-10-11
ACC0457,P0794,Himgiri Commercial Bank,Bhubaneswar,Current,2015-09-08
ACC0458,P0735,Vindhya Rural Bank,Lucknow,Current,2015-12-03
ACC0459,P0734,National Cooperative Bank,Ludhiana,Savings,2024-07-18
ACC0460,P0747,Suvidha Nagrik Bank,Ghaziabad,Current,2017-06-20
ACC0461,P0665,Saraswati Finance Bank,Delhi,Current,2019-08-19
ACC0462,P0742,Himgiri Commercial Bank,Kanpur,Current,2016-08-05
ACC0463,P0564,National Cooperative Bank,Pune,Savings,2017-03-16
ACC0464,P0431,Vindhya Rural Bank,Chennai,Savings,2017-06-29
ACC0465,P0117,Bharat Urban Bank,Faridabad,Savings,2019-01-07
ACC0466,P0338,Bharat Urban Bank,Agra,Current,2016-04-27
ACC0467,P0150,Himgiri Commercial Bank,Pune,Current,2015-05-26
ACC0468,P0232,Vindhya Rural Bank,Hyderabad,Current,2018-09-27
ACC0469,P0804,Saraswati Finance Bank,Ghaziabad,Current,2015-10-27
ACC0470,P0364,Bharat Urban Bank,Noida,Savings,2021-02-26
ACC0471,P0851,Vindhya Rural Bank,Ghaziabad,Savings,2016-02-12
ACC0472,P0791,Vindhya Rural Bank,Chandigarh,Savings,2018-10-10
ACC0473,P0835,Vindhya Rural Bank,Chennai,Savings,2018-07-18
ACC0474,P0409,Bharat Urban Bank,Agra,Current,2022-07-29
ACC0475,P0883,Saraswati Finance Bank,Dehradun,Current,2023-08-15
ACC0476,P0852,National Cooperative Bank,Dehradun,Savings,2019-11-06
ACC0477,P0932,Suvidha Nagrik Bank,Patna,Savings,2015-01-12
ACC0478,P0837,Bharat Urban Bank,Bhopal,Current,2017-11-16
ACC0479,P0945,Vindhya Rural Bank,Bhubaneswar,Savings,2015-12-17
ACC0480,P0962,Suvidha Nagrik Bank,Chandigarh,Current,2022-07-22
ACC0481,P0413,Bharat Urban Bank,Kolkata,Savings,2021-12-30
ACC0482,P0965,Himgiri Commercial Bank,Ludhiana,Savings,2024-05-23
ACC0483,P0831,Himgiri Commercial Bank,Indore,Current,2025-01-01
ACC0484,P0589,National Cooperative Bank,Surat,Current,2016-11-15
ACC0485,P0197,Vindhya Rural Bank,Noida,Current,2024-05-10
ACC0486,P0485,Himgiri Commercial Bank,Noida,Savings,2016-12-04
ACC0487,P0268,Bharat Urban Bank,Gurugram,Current,2023-09-07
ACC0488,P0931,Vindhya Rural Bank,Kanpur,Current,2022-12-22
ACC0489,P0710,Vindhya Rural Bank,Delhi,Current,2016-10-20
ACC0490,P0450,National Cooperative Bank,Haridwar,Current,2022-02-24
ACC0491,P0118,Suvidha Nagrik Bank,Delhi,Savings,2018-03-05
ACC0492,P0659,Himgiri Commercial Bank,Haridwar,Savings,2017-04-27
ACC0493,P0596,Bharat Urban Bank,Hyderabad,Savings,2024-07-17
ACC0494,P0634,Bharat Urban Bank,Kanpur,Savings,2017-05-27
ACC0495,P0276,Vindhya Rural Bank,Mumbai,Current,2015-04-04
ACC0496,P0366,Suvidha Nagrik Bank,Kolkata,Savings,2021-10-14
ACC0497,P0460,Vindhya Rural Bank,Chandigarh,Current,2024-05-27
ACC0498,P0778,Saraswati Finance Bank,Agra,Savings,2019-02-27
ACC0499,P0194,Himgiri Commercial Bank,Agra,Current,2015-01-09
ACC0500,P0383,Saraswati Finance Bank,Surat,Savings,2017-07-24
ACC0501,P0072,Bharat Urban Bank,Lucknow,Current,2019-12-20
ACC0502,P0259,Bharat Urban Bank,Ranchi,Current,2021-11-24
ACC0503,P0653,Himgiri Commercial Bank,Ghaziabad,Current,2024-07-14
ACC0504,P0905,Vindhya Rural Bank,Chandigarh,Current,2021-02-16
ACC0505,P0888,Bharat Urban Bank,Ludhiana,Savings,2023-01-28
ACC0506,P0753,Himgiri Commercial Bank,Bengaluru,Savings,2024-05-21
ACC0507,P0272,Suvidha Nagrik Bank,Pune,Current,2020-02-27
ACC0508,P0696,Himgiri Commercial Bank,Dehradun,Savings,2016-04-29
ACC0509,P0554,National Cooperative Bank,Haridwar,Current,2024-09-14
ACC0510,P0298,Bharat Urban Bank,Pune,Current,2021-01-05
ACC0511,P0053,Suvidha Nagrik Bank,Surat,Savings,2017-05-11
ACC0512,P0261,Himgiri Commercial Bank,Dehradun,Current,2022-02-11
ACC0513,P0846,Bharat Urban Bank,Faridabad,Current,2019-04-30
ACC0514,P0114,Saraswati Finance Bank,Ahmedabad,Current,2016-10-18
ACC0515,P0725,Saraswati Finance Bank,Bhopal,Current,2016-05-20
ACC0516,P0003,National Cooperative Bank,Agra,Current,2022-01-18
ACC0517,P0358,Vindhya Rural Bank,Faridabad,Current,2022-10-29
ACC0518,P0504,National Cooperative Bank,Haridwar,Savings,2020-08-10
ACC0519,P0226,Suvidha Nagrik Bank,Kanpur,Savings,2017-01-28
ACC0520,P0934,Bharat Urban Bank,Ludhiana,Savings,2020-10-20
ACC0521,P0979,National Cooperative Bank,Indore,Current,2022-01-05
ACC0522,P0538,Himgiri Commercial Bank,Bhopal,Current,2018-05-23
ACC0523,P0437,National Cooperative Bank,Dehradun,Savings,2017-07-02
ACC0524,P0328,Vindhya Rural Bank,Mumbai,Current,2018-10-31
ACC0525,P0091,Vindhya Rural Bank,Chandigarh,Savings,2021-12-15
ACC0526,P0668,Vindhya Rural Bank,Ahmedabad,Savings,2017-07-18
ACC0527,P0655,National Cooperative Bank,Ranchi,Savings,2023-10-29
ACC0528,P0489,Himgiri Commercial Bank,Haridwar,Current,2023-01-07
ACC0529,P0885,Himgiri Commercial Bank,Noida,Current,2017-01-27
ACC0530,P0456,Himgiri Commercial Bank,Mumbai,Savings,2024-07-04
ACC0531,P0825,National Cooperative Bank,Faridabad,Savings,2017-11-08
ACC0532,P0388,Vindhya Rural Bank,Mumbai,Current,2023-06-30
ACC0533,P0362,Bharat Urban Bank,Chennai,Current,2015-02-24
ACC0534,P0403,Suvidha Nagrik Bank,Ranchi,Current,2022-06-21
ACC0535,P0940,Bharat Urban Bank,Patna,Savings,2020-11-27
ACC0536,P0482,Himgiri Commercial Bank,Indore,Savings,2019-05-01
ACC0537,P0519,Suvidha Nagrik Bank,Mumbai,Current,2018-04-09
ACC0538,P0483,Vindhya Rural Bank,Kanpur,Current,2019-09-24
ACC0539,P0159,Himgiri Commercial Bank,Ghaziabad,Current,2017-09-29
ACC0540,P0604,Suvidha Nagrik Bank,Ghaziabad,Savings,2019-01-05
ACC0541,P0677,Bharat Urban Bank,Hyderabad,Savings,2019-02-14
ACC0542,P0491,Himgiri Commercial Bank,Agra,Savings,2022-12-08
ACC0543,P0149,Vindhya Rural Bank,Gurugram,Savings,2017-02-24
ACC0544,P0927,Suvidha Nagrik Bank,Surat,Savings,2016-05-22
ACC0545,P0510,Vindhya Rural Bank,Agra,Current,2015-09-30
ACC0546,P0587,Bharat Urban Bank,Mumbai,Current,2021-02-05
ACC0547,P0412,Bharat Urban Bank,Mumbai,Savings,2021-01-30
ACC0548,P0289,National Cooperative Bank,Agra,Savings,2017-03-11
ACC0549,P0978,Vindhya Rural Bank,Ludhiana,Savings,2022-09-21
ACC0550,P0222,Saraswati Finance Bank,Ludhiana,Savings,2022-06-21
ACC0551,P0919,Vindhya Rural Bank,Hyderabad,Current,2021-11-07
ACC0552,P0152,Saraswati Finance Bank,Agra,Savings,2015-01-28
ACC0553,P0435,Vindhya Rural Bank,Gurugram,Savings,2018-04-28
ACC0554,P0717,Suvidha Nagrik Bank,Patna,Savings,2020-04-22
ACC0555,P0693,Vindhya Rural Bank,Faridabad,Current,2015-12-22
ACC0556,P0400,Bharat Urban Bank,Dehradun,Savings,2016-09-07
ACC0557,P0966,Bharat Urban Bank,Pune,Current,2024-06-30
ACC0558,P0430,Saraswati Finance Bank,Agra,Current,2022-11-11
ACC0559,P0481,Saraswati Finance Bank,Dehradun,Current,2022-01-04
ACC0560,P0782,Himgiri Commercial Bank,Ludhiana,Savings,2015-08-28
ACC0561,P0280,Suvidha Nagrik Bank,Dehradun,Savings,2016-04-21
ACC0562,P0453,National Cooperative Bank,Ghaziabad,Savings,2017-04-03
ACC0563,P0913,National Cooperative Bank,Hyderabad,Savings,2018-12-19
ACC0564,P0702,Bharat Urban Bank,Bengaluru,Current,2020-11-14
ACC0565,P0427,Bharat Urban Bank,Indore,Current,2023-10-05
ACC0566,P0054,Suvidha Nagrik Bank,Kanpur,Savings,2016-06-27
ACC0567,P0559,Bharat Urban Bank,Gurugram,Current,2016-06-22
ACC0568,P0602,National Cooperative Bank,Surat,Current,2024-09-02
ACC0569,P0797,Bharat Urban Bank,Ahmedabad,Savings,2016-01-05
ACC0570,P0958,Saraswati Finance Bank,Patna,Current,2016-12-03
ACC0571,P0127,Vindhya Rural Bank,Jaipur,Current,2017-11-25
ACC0572,P0089,Himgiri Commercial Bank,Lucknow,Savings,2017-04-27
ACC0573,P0880,Vindhya Rural Bank,Ludhiana,Savings,2020-12-06
ACC0574,P0698,Vindhya Rural Bank,Dehradun,Savings,2023-04-11
ACC0575,P0407,Himgiri Commercial Bank,Bhubaneswar,Current,2016-07-13
ACC0576,P0976,Bharat Urban Bank,Lucknow,Current,2015-02-25
ACC0577,P0153,Bharat Urban Bank,Pune,Savings,2021-10-19
ACC0578,P0402,Himgiri Commercial Bank,Agra,Current,2022-08-17
ACC0579,P0335,National Cooperative Bank,Faridabad,Savings,2024-10-27
ACC0580,P0617,Saraswati Finance Bank,Bengaluru,Savings,2023-05-23
ACC0581,P0137,Vindhya Rural Bank,Noida,Current,2018-10-16
ACC0582,P0300,Suvidha Nagrik Bank,Chennai,Current,2016-11-02
ACC0583,P0425,National Cooperative Bank,Dehradun,Current,2022-02-25
ACC0584,P0391,Suvidha Nagrik Bank,Bhopal,Savings,2020-09-13
ACC0585,P0513,National Cooperative Bank,Ranchi,Savings,2021-05-08
ACC0586,P0802,Himgiri Commercial Bank,Chennai,Savings,2021-03-31
ACC0587,P0493,Vindhya Rural Bank,Hyderabad,Savings,2015-07-02
ACC0588,P0296,National Cooperative Bank,Chandigarh,Savings,2021-10-29
ACC0589,P0317,Himgiri Commercial Bank,Patna,Savings,2024-10-18
ACC0590,P0464,Bharat Urban Bank,Agra,Current,2019-12-20
ACC0591,P0101,Suvidha Nagrik Bank,Ahmedabad,Savings,2021-06-01
ACC0592,P0848,Saraswati Finance Bank,Chandigarh,Savings,2015-01-09
ACC0593,P0643,Saraswati Finance Bank,Ranchi,Current,2021-06-27
ACC0594,P0422,Saraswati Finance Bank,Ahmedabad,Current,2017-03-11
ACC0595,P0441,Himgiri Commercial Bank,Haridwar,Savings,2015-03-19
ACC0596,P0176,Himgiri Commercial Bank,Ghaziabad,Savings,2020-07-07
ACC0597,P0840,Vindhya Rural Bank,Bengaluru,Savings,2015-02-23
ACC0598,P0628,Vindhya Rural Bank,Patna,Current,2021-05-24
ACC0599,P0141,Suvidha Nagrik Bank,Ranchi,Current,2017-07-24
ACC0600,P0815,Bharat Urban Bank,Ahmedabad,Savings,2021-12-18
ACC0601,P0760,Suvidha Nagrik Bank,Ranchi,Savings,2024-03-23
ACC0602,P0621,Suvidha Nagrik Bank,Bengaluru,Current,2017-08-15
ACC0603,P0378,National Cooperative Bank,Bengaluru,Current,2021-05-08
ACC0604,P0548,Himgiri Commercial Bank,Mumbai,Current,2021-07-10
ACC0605,P0120,National Cooperative Bank,Ghaziabad,Savings,2022-04-08
ACC0606,P0459,Himgiri Commercial Bank,Bhopal,Savings,2024-06-21
ACC0607,P0079,Himgiri Commercial Bank,Agra,Current,2023-05-13
ACC0608,P0903,Suvidha Nagrik Bank,Ranchi,Savings,2015-03-26
ACC0609,P0069,Bharat Urban Bank,Dehradun,Current,2023-09-16
ACC0610,P0466,Vindhya Rural Bank,Surat,Savings,2017-06-16
ACC0611,P0843,Bharat Urban Bank,Patna,Current,2023-12-04
ACC0612,P0577,National Cooperative Bank,Gurugram,Current,2021-03-29
ACC0613,P0616,Vindhya Rural Bank,Haridwar,Savings,2019-02-28
ACC0614,P0532,Bharat Urban Bank,Haridwar,Savings,2020-06-21
ACC0615,P0463,Himgiri Commercial Bank,Amritsar,Savings,2018-12-22
ACC0616,P0570,Suvidha Nagrik Bank,Amritsar,Savings,2021-07-18
ACC0617,P0496,Himgiri Commercial Bank,Chennai,Current,2023-12-09
ACC0618,P0183,Vindhya Rural Bank,Dehradun,Savings,2016-10-15
ACC0619,P0660,National Cooperative Bank,Kolkata,Savings,2024-10-25
ACC0620,P0351,Saraswati Finance Bank,Delhi,Current,2023-02-12
ACC0621,P0265,Suvidha Nagrik Bank,Haridwar,Savings,2024-03-11
ACC0622,P0716,Saraswati Finance Bank,Kanpur,Savings,2015-04-09
ACC0623,P0563,Bharat Urban Bank,Haridwar,Current,2015-05-02
ACC0624,P0005,Suvidha Nagrik Bank,Hyderabad,Savings,2015-10-29
ACC0625,P0398,Suvidha Nagrik Bank,Bhopal,Current,2021-03-16
ACC0626,P0060,Bharat Urban Bank,Ludhiana,Savings,2016-09-17
ACC0627,P0099,Bharat Urban Bank,Chandigarh,Current,2020-01-02
ACC0628,P0893,Bharat Urban Bank,Bhopal,Savings,2021-03-18
ACC0629,P0806,Saraswati Finance Bank,Ahmedabad,Current,2019-01-08
ACC0630,P0001,Himgiri Commercial Bank,Gurugram,Current,2015-02-07
ACC0631,P0256,Himgiri Commercial Bank,Amritsar,Savings,2020-02-16
ACC0632,P0516,Bharat Urban Bank,Kolkata,Savings,2023-09-02
ACC0633,P0576,National Cooperative Bank,Jaipur,Savings,2022-04-24
ACC0634,P0801,Vindhya Rural Bank,Patna,Savings,2015-03-10
ACC0635,P0062,Saraswati Finance Bank,Kolkata,Savings,2022-10-09
ACC0636,P0034,Bharat Urban Bank,Surat,Current,2021-05-02
ACC0637,P0408,Himgiri Commercial Bank,Dehradun,Current,2023-08-02
ACC0638,P0933,Saraswati Finance Bank,Kanpur,Current,2018-06-26
ACC0639,P0502,National Cooperative Bank,Dehradun,Current,2015-08-05
ACC0640,P0277,Vindhya Rural Bank,Agra,Current,2017-03-25
ACC0641,P0955,Himgiri Commercial Bank,Bhopal,Current,2018-09-26
ACC0642,P0870,Himgiri Commercial Bank,Ghaziabad,Savings,2023-12-10
ACC0643,P0244,Suvidha Nagrik Bank,Mumbai,Savings,2024-08-17
ACC0644,P0156,Himgiri Commercial Bank,Mumbai,Savings,2023-11-26
ACC0645,P0631,Himgiri Commercial Bank,Pune,Savings,2016-03-24
ACC0646,P0161,National Cooperative Bank,Gurugram,Savings,2024-03-23
ACC0647,P0813,National Cooperative Bank,Dehradun,Savings,2015-06-13
ACC0648,P0354,Vindhya Rural Bank,Bengaluru,Current,2022-01-07
ACC0649,P0895,Vindhya Rural Bank,Amritsar,Current,2017-11-06
ACC0650,P0196,Vindhya Rural Bank,Amritsar,Current,2019-04-04
ACC0651,P0022,Vindhya Rural Bank,Dehradun,Current,2021-04-01
ACC0652,P0310,Bharat Urban Bank,Delhi,Current,2024-09-07
ACC0653,P0622,Bharat Urban Bank,Hyderabad,Current,2024-01-30
ACC0654,P0279,Suvidha Nagrik Bank,Jaipur,Current,2021-09-02
ACC0655,P0543,National Cooperative Bank,Mumbai,Current,2017-03-04
ACC0656,P0273,Himgiri Commercial Bank,Kolkata,Current,2023-10-09
ACC0657,P0999,Himgiri Commercial Bank,Ludhiana,Savings,2024-11-04
ACC0658,P0252,National Cooperative Bank,Jaipur,Current,2022-08-15
ACC0659,P0580,Bharat Urban Bank,Patna,Current,2016-02-02
ACC0660,P0683,Suvidha Nagrik Bank,Haridwar,Savings,2015-04-11
ACC0661,P0812,Saraswati Finance Bank,Bhopal,Savings,2022-12-23
ACC0662,P0609,National Cooperative Bank,Chandigarh,Current,2024-06-21
ACC0663,P0675,Himgiri Commercial Bank,Kolkata,Current,2015-10-20
ACC0664,P0420,Bharat Urban Bank,Ghaziabad,Savings,2019-04-23
ACC0665,P0415,Himgiri Commercial Bank,Jaipur,Savings,2016-08-27
ACC0666,P0672,National Cooperative Bank,Ranchi,Savings,2020-04-28
ACC0667,P0682,Suvidha Nagrik Bank,Pune,Current,2020-10-03
ACC0668,P0104,National Cooperative Bank,Mumbai,Savings,2019-10-28
ACC0669,P0719,National Cooperative Bank,Lucknow,Savings,2016-05-29
ACC0670,P0768,Saraswati Finance Bank,Ahmedabad,Savings,2024-05-19
ACC0671,P0235,Suvidha Nagrik Bank,Faridabad,Current,2023-05-05
ACC0672,P0623,Saraswati Finance Bank,Chandigarh,Current,2022-06-09
ACC0673,P0486,National Cooperative Bank,Kanpur,Current,2016-05-27
ACC0674,P0915,Vindhya Rural Bank,Hyderabad,Savings,2015-08-10
ACC0675,P0738,Suvidha Nagrik Bank,Kolkata,Savings,2023-06-02
ACC0676,P0394,Bharat Urban Bank,Hyderabad,Current,2021-05-04
ACC0677,P0478,Saraswati Finance Bank,Pune,Savings,2017-07-22
ACC0678,P0067,Vindhya Rural Bank,Agra,Current,2019-02-27
ACC0679,P0291,Vindhya Rural Bank,Pune,Current,2020-04-10
ACC0680,P0477,Saraswati Finance Bank,Ranchi,Current,2022-05-16
ACC0681,P0686,Bharat Urban Bank,Haridwar,Savings,2018-10-10
ACC0682,P0311,Bharat Urban Bank,Amritsar,Savings,2021-10-30
ACC0683,P0432,Saraswati Finance Bank,Patna,Current,2020-08-04
ACC0684,P0206,National Cooperative Bank,Bengaluru,Savings,2021-12-08
ACC0685,P0304,Saraswati Finance Bank,Bhubaneswar,Savings,2015-07-09
ACC0686,P1000,Vindhya Rural Bank,Delhi,Savings,2017-11-01
ACC0687,P0863,National Cooperative Bank,Pune,Savings,2022-06-13
ACC0688,P0052,Suvidha Nagrik Bank,Kolkata,Savings,2017-01-13
ACC0689,P0490,Suvidha Nagrik Bank,Amritsar,Current,2016-03-03
ACC0690,P0515,Suvidha Nagrik Bank,Jaipur,Savings,2021-12-29
ACC0691,P0271,Vindhya Rural Bank,Hyderabad,Savings,2018-05-25
ACC0692,P0971,Bharat Urban Bank,Bengaluru,Savings,2024-01-17
ACC0693,P0718,Vindhya Rural Bank,Chennai,Savings,2020-03-14
ACC0694,P0943,Himgiri Commercial Bank,Ghaziabad,Current,2020-07-18
ACC0695,P0122,Suvidha Nagrik Bank,Ludhiana,Current,2022-07-10
ACC0696,P0096,National Cooperative Bank,Noida,Savings,2015-03-02
ACC0697,P0996,Himgiri Commercial Bank,Chandigarh,Savings,2024-09-01
ACC0698,P0728,Saraswati Finance Bank,Lucknow,Current,2022-07-25
ACC0699,P0424,National Cooperative Bank,Jaipur,Savings,2018-06-18
ACC0700,P0193,Bharat Urban Bank,Mumbai,Savings,2021-03-16
ACC0701,P0641,Himgiri Commercial Bank,Noida,Current,2021-09-02
ACC0702,P0887,Suvidha Nagrik Bank,Faridabad,Current,2019-11-30
ACC0703,P0458,National Cooperative Bank,Kanpur,Current,2017-06-01
ACC0704,P0148,Himgiri Commercial Bank,Patna,Savings,2015-08-14
ACC0705,P0033,Bharat Urban Bank,Hyderabad,Savings,2023-04-26
ACC0706,P0455,Himgiri Commercial Bank,Ludhiana,Current,2022-04-09
ACC0707,P0666,Saraswati Finance Bank,Ranchi,Current,2015-07-27
ACC0708,P0724,Saraswati Finance Bank,Kolkata,Savings,2015-11-21
ACC0709,P0860,Saraswati Finance Bank,Kolkata,Savings,2019-03-05
ACC0710,P0285,Bharat Urban Bank,Indore,Current,2021-11-19
ACC0711,P0524,Suvidha Nagrik Bank,Noida,Savings,2022-06-06
ACC0712,P0146,Bharat Urban Bank,Surat,Savings,2017-05-16
ACC0713,P0507,Himgiri Commercial Bank,Kolkata,Current,2021-01-22
ACC0714,P0016,National Cooperative Bank,Indore,Savings,2015-01-26
ACC0715,P0743,National Cooperative Bank,Gurugram,Savings,2016-12-16
ACC0716,P0233,Saraswati Finance Bank,Haridwar,Current,2021-03-31
ACC0717,P0775,Bharat Urban Bank,Ranchi,Current,2022-11-07
ACC0718,P0529,National Cooperative Bank,Haridwar,Savings,2024-01-09
ACC0719,P0694,Himgiri Commercial Bank,Kanpur,Savings,2018-02-23
ACC0720,P0242,Vindhya Rural Bank,Bhopal,Savings,2023-08-15
ACC0721,P0094,Himgiri Commercial Bank,Agra,Savings,2018-04-19
ACC0722,P0807,Vindhya Rural Bank,Dehradun,Savings,2019-06-21
ACC0723,P0790,Himgiri Commercial Bank,Hyderabad,Current,2016-02-26
ACC0724,P0414,National Cooperative Bank,Kanpur,Savings,2021-07-05
ACC0725,P0858,National Cooperative Bank,Bhopal,Current,2023-10-03
ACC0726,P0788,National Cooperative Bank,Bengaluru,Savings,2017-06-17
ACC0727,P0191,Himgiri Commercial Bank,Noida,Current,2015-10-08
